Location,Time,Temperature_C,Humidity_Percent,Pressure_hPa
Mumbai,2025-01-15 03:00:00,22.0,88.98541809305104,1014.5
Mumbai,2025-01-15 04:00:00,26.0,69.54626593683008,
Mumbai,2025-01-15 05:00:00,28.0,65.77119451823714,
Mumbai,2025-01-15 06:00:00,30.0,62.279197326402645,1014.9
Mumbai,2025-01-15 07:00:00,29.0,65.9764050234237,
Mumbai,2025-01-15 08:00:00,28.0,69.92284655824665,
Mumbai,2025-01-15 09:00:00,29.2,66.82547661101904,1012.4
Mumbai,2025-01-15 10:00:00,28.0,61.83725955078121,
Mumbai,2025-01-15 11:00:00,27.0,65.56431854728334,
Mumbai,2025-01-15 12:00:00,26.4,73.58514111197726,1012.2
Mumbai,2025-01-15 13:00:00,25.0,69.35554872897104,
Mumbai,2025-01-15 14:00:00,25.0,69.35554872897104,
Mumbai,2025-01-15 15:00:00,24.4,75.5545437025466,1014.2
Mumbai,2025-01-15 16:00:00,24.0,69.16319209999386,
Mumbai,2025-01-15 17:00:00,25.0,61.16156608407452,
Mumbai,2025-01-15 18:00:00,22.4,82.63851822798792,1015.2
Mumbai,2025-01-15 19:00:00,24.0,69.16319209999386,
Mumbai,2025-01-15 20:00:00,23.0,73.46169674935328,
Mumbai,2025-01-15 21:00:00,20.6,85.05848941378555,1014.0
Mumbai,2025-01-15 22:00:00,23.0,73.46169674935328,
Mumbai,2025-01-15 23:00:00,22.0,73.28896468276716,
Mumbai,2025-01-16 00:00:00,20.4,87.20286371169097,1013.2
Mumbai,2025-01-16 01:00:00,21.0,73.11466043664565,
Mumbai,2025-01-16 02:00:00,21.0,73.11466043664565,
Mumbai,2025-01-16 03:00:00,20.0,86.61909675849209,1015.1
Mumbai,2025-01-16 04:00:00,23.0,64.71986027383593,
Mumbai,2025-01-16 05:00:00,26.0,54.08337422022996,
Mumbai,2025-01-16 06:00:00,28.6,55.07601922060314,1015.5
Mumbai,2025-01-16 07:00:00,30.0,45.6437789332581,
Mumbai,2025-01-16 08:00:00,29.0,51.50307132317005,
Mumbai,2025-01-16 09:00:00,30.0,52.73546662209652,1012.6
Mumbai,2025-01-16 10:00:00,29.0,51.50307132317005,
Mumbai,2025-01-16 11:00:00,29.0,51.50307132317005,
Mumbai,2025-01-16 12:00:00,27.8,60.6525992163582,1012.2
Mumbai,2025-01-16 13:00:00,26.0,65.35576219694184,
Mumbai,2025-01-16 14:00:00,26.0,61.38851998965914,
Mumbai,2025-01-16 15:00:00,24.6,73.73484030490799,1014.5
Mumbai,2025-01-16 16:00:00,25.0,65.14551045571683,
Mumbai,2025-01-16 17:00:00,25.0,65.14551045571683,
Mumbai,2025-01-16 18:00:00,22.2,79.0779705442933,1015.1
Mumbai,2025-01-16 19:00:00,24.0,69.16319209999386,
Mumbai,2025-01-16 20:00:00,24.0,69.16319209999386,
Mumbai,2025-01-16 21:00:00,21.4,83.5592885796014,1013.4
Mumbai,2025-01-16 22:00:00,24.0,69.16319209999386,
Mumbai,2025-01-16 23:00:00,24.0,64.9335482156484,
Mumbai,2025-01-17 00:00:00,21.0,87.25731534029728,1012.5
Mumbai,2025-01-17 01:00:00,24.0,64.9335482156484,
Mumbai,2025-01-17 02:00:00,25.0,61.16156608407452,
Mumbai,2025-01-17 03:00:00,23.0,76.27881450654198,1013.9
Mumbai,2025-01-17 04:00:00,27.0,50.98677157890719,
Mumbai,2025-01-17 05:00:00,28.0,48.08838553713478,
Mumbai,2025-01-17 06:00:00,30.8,44.434536966576495,1013.8
Mumbai,2025-01-17 07:00:00,32.0,35.84162125657671,
Mumbai,2025-01-17 08:00:00,32.0,33.60002079961747,
Mumbai,2025-01-17 09:00:00,35.2,32.77188198042116,1009.9
Mumbai,2025-01-17 10:00:00,32.0,43.37530845087229,
Mumbai,2025-01-17 11:00:00,30.0,51.75880110114196,
Mumbai,2025-01-17 12:00:00,29.0,59.073562416700796,1009.4
Mumbai,2025-01-17 13:00:00,28.0,58.11126126861089,
Mumbai,2025-01-17 14:00:00,28.0,58.11126126861089,
Mumbai,2025-01-17 15:00:00,26.8,68.00051812091587,1011.6
Mumbai,2025-01-17 16:00:00,26.0,69.54626593683008,
Mumbai,2025-01-17 17:00:00,26.0,65.35576219694184,
Mumbai,2025-01-17 18:00:00,24.0,79.82128066340769,1012.5
Mumbai,2025-01-17 19:00:00,27.0,54.33441603408858,
Mumbai,2025-01-17 20:00:00,27.0,47.821805415300325,
Mumbai,2025-01-17 21:00:00,22.4,77.6333068665811,1011.7
Mumbai,2025-01-17 22:00:00,26.0,47.553680242907866,
Mumbai,2025-01-17 23:00:00,26.0,47.553680242907866,
Mumbai,2025-01-18 00:00:00,20.6,76.38391108279227,1011.3
Mumbai,2025-01-18 01:00:00,26.0,44.557102524016656,
Mumbai,2025-01-18 02:00:00,25.0,47.2840066651506,
Mumbai,2025-01-18 03:00:00,20.4,79.82930712381024,1013.5
Mumbai,2025-01-18 04:00:00,27.0,39.33886414336399,
Mumbai,2025-01-18 05:00:00,29.0,35.00854381788882,
Mumbai,2025-01-18 06:00:00,31.2,37.50756691261887,1013.9
